,Latitude,Longitude,Precipitation(MM),Humidity,Temperature,Wind Speed,Wind Gust,Cloud Cover,Date
48,36.7218,-119.2248,0.0,47,83,4,6,11,2013-06-25
49,38.980579999999996,-122.81796000000001,0.0,50,76,7,11,2,2013-06-20
50,34.071556,-117.048397,0.0,26,97,8,11,1,2013-06-28
51,39.90465,-121.74367,0.0,22,103,4,7,9,2013-07-01
52,36.1531,-120.8973,0.0,23,99,8,12,0,2013-06-29
53,37.96866,-121.91453,0.0,39,97,6,9,13,2013-07-01
54,39.9845,-121.5747,0.0,33,100,9,15,18,2013-07-02
55,41.2415,-121.035,0.0,46,89,5,9,7,2013-07-03
56,40.012398,-122.079871,0.0,31,103,8,13,5,2013-07-04
57,37.7393,-121.5869,1.5,36,103,9,14,16,2013-07-04
58,37.74241,-121.86216,0.0,61,79,6,8,0,2013-07-06
59,32.95435,-116.47381000000001,4.7,60,84,5,7,24,2013-07-06
60,35.62743,-120.83417,0.0,54,82,6,9,0,2013-07-07
61,39.205999999999996,-121.31634,0.0,30,93,4,7,0,2013-07-08
62,40.373000000000005,-122.7338,0.0,21,90,5,8,0,2013-07-09
63,38.774,-120.29799999999999,0.0,38,85,5,7,0,2013-07-08
64,37.1438,-121.7804,0.0,70,73,6,8,0,2013-07-12
65,37.436,-121.1955,0.0,37,94,7,11,0,2013-07-12
66,33.7095,-116.72885,0.0,34,91,8,11,4,2013-07-15
67,41.333,-123.376,0.0,60,80,4,7,1,2013-08-03
68,34.316,-117.352,0.1,30,91,6,9,4,2013-07-25
69,32.612773,-116.70733500000001,0.0,53,81,6,8,2,2013-07-28
70,37.279,-119.318,0.0,36,80,4,6,29,2013-07-22
71,41.32,-123.176,0.0,66,74,4,5,18,2013-07-31
72,39.6612,-121.50353999999999,0.0,34,83,7,11,0,2013-08-01
73,33.990128000000006,-117.164997,0.0,23,88,7,11,1,2013-07-16
74,33.910270000000004,-116.99895,0.0,30,87,6,9,7,2013-08-04
75,34.90327,-118.93388,0.1,43,86,6,9,9,2013-07-23
76,38.980846,-123.06767099999999,0.0,57,85,5,7,26,2013-07-23
77,34.882,-118.9194,0.0,14,93,5,8,3,2013-07-19
78,39.961309,-122.33087900000001,0.0,19,101,4,6,0,2013-07-19
79,38.17693,-122.51253,0.1,75,72,6,8,18,2013-07-26
80,38.63987,-121.08438000000001,0.0,36,97,3,5,0,2013-07-19
81,33.9634,-117.2508,0.0,35,92,5,7,11,2013-07-19
82,33.94528,-117.09306000000001,0.0,21,94,6,9,15,2013-07-19
83,37.965364,-120.69636200000001,0.0,29,93,8,13,23,2013-07-22
84,38.25108,-120.02778,0.0,38,79,4,6,10,2013-08-05
85,33.62236,-117.40288000000001,0.0,43,84,5,6,1,2013-08-05
86,38.838,-116.61,0.0,14,83,4,6,19,2013-08-06
87,39.1591,-122.5906,0.0,67,76,5,7,0,2013-08-07
88,33.86157,-116.90427,0.0,27,83,9,14,32,2013-08-07
89,41.035,-123.488,0.6,83,69,3,5,45,2013-08-10
90,41.923322999999996,-122.57839299999999,0.0,54,85,4,6,4,2013-08-15
91,38.682378,-120.839075,0.0,43,90,4,7,6,2013-08-16
92,34.35,-117.62,0.0,34,82,8,12,2,2013-08-08
93,40.473356,-122.48258999999999,0.0,36,91,3,5,0,2013-08-14
94,39.446267999999996,-121.38236,0.0,32,93,6,10,1,2013-08-16
95,39.12,-120.65,0.0,53,79,4,7,4,2013-08-10
96,40.88886,-120.95812600000001,0.0,47,74,5,8,7,2013-08-09
97,33.570291,-116.10815,0.2,25,94,8,16,3,2013-08-16
98,39.013682,-122.49189399999999,0.0,53,90,6,9,2,2013-08-16
99,38.06231,-120.45233,0.0,30,94,6,9,14,2013-08-17
100,34.287,-117.45100000000001,0.0,32,93,5,8,3,2013-08-17
101,40.498332,-122.535496,0.0,26,97,8,14,2,2013-09-09
102,40.00842,-120.76466599999999,0.0,41,91,6,10,7,2013-08-18
103,35.707,-118.588,2.2,26,89,4,7,7,2013-08-18
104,40.5445,-121.3754,0.9,50,85,5,9,17,2013-08-19
105,34.2,-117.417,0.0,41,85,6,9,0,2013-09-24
106,40.042629999999996,-121.85396999999999,0.0,33,89,4,6,1,2013-08-23
107,34.302,-117.598,0.9,27,87,6,10,13,2013-08-20
108,36.208,-118.444,0.0,22,80,6,8,0,2013-08-24
109,38.89555,-120.84716,0.0,49,80,6,9,3,2013-08-24
110,33.641999999999996,-116.706,0.3,36,91,4,6,1,2013-08-24
111,37.667295,-122.42728500000001,0.0,62,78,4,7,0,2013-09-07
112,37.90757,-121.88258200000001,0.0,48,92,5,9,0,2013-09-08
113,36.258,-118.459,0.0,29,78,5,6,4,2013-09-08
114,34.003151,-117.106075,0.0,35,81,6,8,2,2013-09-11
115,34.149,-117.90799999999999,0.0,40,88,7,11,0,2013-09-23
116,41.73325,-120.375,0.0,36,74,10,14,3,2013-09-05
117,39.333401,-121.107022,0.0,36,89,5,8,1,2013-08-31
118,39.731878,-121.71393799999998,0.0,26,92,7,12,0,2013-08-31
119,41.568999999999996,-120.959,0.0,29,79,6,10,0,2013-09-07
120,37.857,-120.086,0.0,31,90,5,7,13,2013-08-17
121,32.710918,-116.746023,0.6,53,81,5,6,18,2013-09-09
122,38.9777,-122.68299999999999,0.0,53,81,7,12,0,2013-09-15
123,35.4393,-120.8358,0.0,55,76,10,16,0,2013-09-24
124,38.9252,-122.96600000000001,0.0,51,76,5,8,13,2013-09-28
125,38.628,-122.289,0.0,25,71,16,25,3,2013-10-03
126,38.34599,-122.6503,0.0,23,78,12,20,0,2013-10-04
127,33.341,-117.3092,0.0,28,82,7,13,0,2013-10-05
128,39.439,-121.49700000000001,0.0,25,79,14,25,0,2013-10-04
129,33.7655,-117.6649,0.0,29,85,5,10,18,2013-10-06
130,38.67479,-122.08725,0.0,31,66,14,23,3,2013-11-04
131,40.483662,-122.140914,0.0,40,69,4,7,25,2013-11-07
132,35.457978000000004,-120.75155500000001,0.0,29,75,3,6,0,2013-11-08
133,38.882214000000005,-122.567525,0.0,60,68,3,6,2,2013-11-08
134,38.382,-122.311,2.0,47,57,14,22,32,2013-11-21
135,34.384,-119.13248999999999,0.0,30,77,7,13,20,2013-11-14
136,39.0442,-123.1478,0.0,23,65,10,19,0,2013-11-22
137,38.8167,-122.8498,0.0,18,66,12,21,0,2013-11-22
138,39.0448,-122.7656,0.0,27,64,7,12,0,2013-11-23
139,38.9289,-122.5818,0.0,25,64,8,14,0,2013-11-23
140,37.342186,-121.717706,0.0,58,59,2,4,17,2013-12-31
